sku,nome,data_venda,quantidade,receita,categoria,estoque_atual,estoque_minimo
AUT-0176,Filtro de Combustível Reforçado Fiat Código 205,2024-09-25,30,4619.47,Autopeças Industriais,436,25
AUT-0176,Filtro de Combustível Reforçado Fiat Código 205,2024-10-16,31,5324.54,Autopeças Industriais,436,25
AUT-0176,Filtro de Combustível Reforçado Fiat Código 205,2024-11-11,202,34195.92,Autopeças Industriais,436,25
AUT-0176,Filtro de Combustível Reforçado Fiat Código 205,2024-12-02,99,16837.65,Autopeças Industriais,436,25
AUT-0177,Rolamento Industrial Iveco Código 735,2024-01-23,145,33440.99,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-02-05,132,26514.09,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-03-18,209,46566.74,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-04-12,214,50497.89,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-05-24,57,10807.69,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-06-13,99,22478.48,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-07-09,238,45356.73,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-08-23,120,26189.62,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-09-18,186,39911.00,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-10-19,55,11958.45,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-11-11,195,41616.82,Autopeças Industriais,398,29
AUT-0177,Rolamento Industrial Iveco Código 735,2024-12-28,220,48478.99,Autopeças Industriais,398,29
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-01-28,149,80595.85,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-02-17,47,27409.51,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-03-27,75,44750.06,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-04-15,8,5047.46,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-05-17,105,65599.07,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-06-01,166,106699.09,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-07-25,166,91695.62,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-08-24,24,14729.55,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-09-18,217,124586.15,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-10-17,182,107420.88,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-11-18,47,28534.35,Autopeças Industriais,376,88
AUT-0178,Bucha de Suspensão Original Scania Código 518,2024-12-11,112,68453.14,Autopeças Industriais,376,88
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-01-04,32,13395.56,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-02-03,19,8564.56,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-03-05,53,24099.82,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-04-07,35,14514.93,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-05-04,16,6776.62,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-06-27,107,46277.07,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-07-17,167,72973.69,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-08-09,20,8048.92,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-09-20,191,71050.58,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-10-07,175,72683.49,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-11-27,28,11561.99,Autopeças Industriais,389,65
AUT-0179,Rolamento Reforçado Volkswagen Código 307,2024-12-21,23,9243.39,Autopeças Industriais,389,65
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-01-24,235,79056.34,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-02-12,211,76232.59,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-03-27,165,53400.18,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-04-02,195,59867.35,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-05-10,27,10297.35,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-06-17,32,9908.33,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-07-08,144,48067.90,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-08-07,142,50680.62,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-09-19,168,64113.84,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-10-18,199,69352.74,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-11-24,35,12817.46,Autopeças Industriais,387,28
AUT-0180,Amortecedor Alta Performance Fiat Código 735,2024-12-19,99,35482.04,Autopeças Industriais,387,28
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-01-23,178,33842.02,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-02-04,50,10382.09,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-03-18,110,21322.95,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-04-22,48,9371.78,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-05-20,121,25942.97,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-06-11,148,32143.04,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-07-11,224,41993.22,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-08-25,170,32349.66,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-09-24,90,17893.60,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-10-19,147,26445.97,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-11-25,148,31679.58,Autopeças Industriais,432,77
AUT-0181,Amortecedor Linha Pesada Volkswagen Código 735,2024-12-09,100,21575.34,Autopeças Industriais,432,77
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-01-15,109,8789.03,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-02-02,80,7536.33,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-03-17,42,4337.13,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-04-10,9,787.25,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-05-08,62,6207.91,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-06-01,205,20368.36,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-07-23,218,18947.88,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-08-18,138,12876.15,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-09-19,47,3890.53,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-10-15,99,8334.41,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-11-09,101,10190.92,Autopeças Industriais,337,49
AUT-0182,Bucha de Suspensão Alta Performance Mercedes Código 411,2024-12-08,67,5793.33,Autopeças Industriais,337,49
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-01-10,31,24161.00,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-02-19,63,51058.52,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-03-24,91,74763.34,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-04-06,132,109269.19,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-05-23,187,145949.16,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-06-04,160,126879.99,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-07-02,195,160778.14,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-08-13,28,22936.22,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-09-25,93,68557.03,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-10-27,119,89271.75,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-11-28,38,31774.01,Autopeças Industriais,420,31
AUT-0183,Amortecedor Alta Performance Ford Código 307,2024-12-08,199,158204.25,Autopeças Industriais,420,31
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-01-20,10,5979.80,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-02-21,105,54063.37,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-03-17,18,9952.13,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-04-19,46,25482.76,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-05-23,64,33861.62,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-06-22,195,126764.45,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-07-15,200,118485.17,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-08-17,31,16707.79,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-09-10,209,117801.97,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-10-05,94,48782.42,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-11-19,198,101811.37,Autopeças Industriais,307,56
AUT-0184,Filtro de Combustível Original Iveco Código 205,2024-12-13,75,38949.38,Autopeças Industriais,307,56
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-01-17,119,27990.63,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-02-05,203,40673.77,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-03-18,58,12737.81,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-04-21,154,31370.28,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-05-20,196,43434.01,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-06-08,26,5395.78,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-07-14,90,20732.05,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-08-19,30,5974.34,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-09-14,116,24699.93,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-10-07,90,19061.91,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-11-21,14,3289.85,Autopeças Industriais,450,23
AUT-0185,Pastilha de Freio Alta Performance Volkswagen Código 411,2024-12-06,97,21982.03,Autopeças Industriais,450,23
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-01-26,121,9680.62,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-02-15,19,1630.05,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-03-08,59,4790.82,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-04-05,201,16487.93,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-05-03,36,2960.74,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-06-08,166,14249.54,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-07-28,221,18517.90,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-08-01,95,7729.45,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-09-04,86,6594.22,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-10-01,92,6627.95,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-11-18,62,4460.45,Autopeças Industriais,321,77
AUT-0186,Filtro de Óleo Reforçado Volkswagen Código 842,2024-12-17,200,14599.47,Autopeças Industriais,321,77
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-01-16,167,123179.91,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-02-05,185,135460.36,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-03-01,104,74070.44,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-04-22,142,87895.55,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-05-06,23,15192.61,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-06-26,186,133595.81,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-07-02,127,92026.12,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-08-01,25,16965.73,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-09-09,177,134292.41,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-10-22,100,76082.23,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-11-01,82,62431.76,Autopeças Industriais,247,82
AUT-0187,Amortecedor Reforçado Ford Código 623,2024-12-21,106,69050.12,Autopeças Industriais,247,82
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-01-13,138,33130.79,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-02-04,239,48976.55,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-03-28,160,34626.19,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-04-06,58,12456.67,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-05-15,151,35848.25,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-06-01,18,3623.47,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-07-17,86,17706.19,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-08-13,198,38906.52,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-09-12,183,37855.62,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-10-21,85,17060.25,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-11-17,78,18042.93,Autopeças Industriais,374,81
AUT-0188,Filtro de Combustível Agrícola Chevrolet Código 101,2024-12-21,73,17145.57,Autopeças Industriais,374,81
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-01-27,15,12168.44,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-02-09,65,43408.37,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-03-13,176,117076.34,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-04-24,105,77133.20,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-05-22,164,130921.43,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-06-22,66,47248.88,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-07-19,47,33724.60,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-08-10,240,179981.14,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-09-15,146,96975.13,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-10-21,43,32057.23,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-11-22,212,143519.48,Autopeças Industriais,132,44
AUT-0189,Correia Dentada Agrícola Iveco Código 842,2024-12-05,87,66552.54,Autopeças Industriais,132,44
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-01-17,240,120346.29,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-02-25,45,25764.92,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-03-19,48,25263.27,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-04-18,144,88194.35,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-05-04,55,28948.26,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-06-05,194,94479.15,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-07-11,233,143476.01,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-08-14,85,46193.20,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-09-27,236,134498.28,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-10-24,78,39290.39,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-11-07,35,17532.79,Autopeças Industriais,106,35
AUT-0190,Rolamento Reforçado Iveco Código 307,2024-12-01,203,125364.56,Autopeças Industriais,106,35
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-01-20,76,15534.73,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-02-20,67,13664.55,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-03-08,183,32175.02,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-04-03,184,39191.60,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-05-05,136,29412.53,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-06-16,190,39248.85,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-07-06,226,43763.66,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-08-16,43,7852.31,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-09-08,16,3114.99,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-10-01,77,17047.90,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-11-08,198,41114.05,Autopeças Industriais,285,72
AUT-0191,Amortecedor Reforçado Chevrolet Código 307,2024-12-07,201,37109.25,Autopeças Industriais,285,72
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-01-06,120,84357.16,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-02-16,184,113427.73,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-03-15,235,141937.92,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-04-13,206,117685.16,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-05-24,219,136942.33,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-06-11,108,71516.27,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-07-24,154,101541.99,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-08-17,172,121149.43,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-09-26,17,11010.74,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-10-15,124,86375.27,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-11-02,232,167855.12,Autopeças Industriais,82,25
AUT-0192,Rolamento Reforçado Volkswagen Código 735,2024-12-17,145,91022.12,Autopeças Industriais,82,25
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-01-24,18,10303.51,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-02-17,203,118270.13,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-03-02,56,29969.65,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-04-13,234,125667.70,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-05-27,81,45275.15,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-06-14,83,48153.61,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-07-02,184,104277.48,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-08-05,126,76917.32,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-09-15,31,18459.50,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-10-04,54,32578.48,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-11-23,147,75468.33,Autopeças Industriais,190,63
AUT-0193,Correia Dentada Agrícola Scania Código 205,2024-12-14,90,50174.15,Autopeças Industriais,190,63
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-01-06,124,79940.27,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-02-23,237,138416.60,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-03-15,31,18338.19,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-04-23,174,120782.63,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-05-26,49,32569.08,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-06-04,31,17680.29,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-07-15,170,103560.10,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-08-17,189,115758.45,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-09-26,138,89434.60,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-10-06,104,66397.62,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-11-02,204,118154.45,Autopeças Industriais,368,54
AUT-0194,Rolamento Alta Performance Scania Código 205,2024-12-11,152,104660.24,Autopeças Industriais,368,54
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-01-28,46,21195.64,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-02-05,53,28427.02,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-03-02,115,55078.80,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-04-24,204,114289.31,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-05-10,168,77798.65,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-06-05,59,26020.65,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-07-25,72,31831.78,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-08-16,226,113604.76,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-09-26,9,4646.61,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-10-16,68,31796.24,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-11-22,129,64123.94,Autopeças Industriais,308,51
AUT-0195,Filtro de Ar Industrial Volkswagen Código 518,2024-12-15,28,14432.54,Autopeças Industriais,308,51
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-01-01,70,24711.09,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-02-09,166,55239.71,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-03-27,219,65513.85,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-04-06,45,12913.47,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-05-12,17,5001.02,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-06-02,178,58514.51,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-07-20,84,25956.85,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-08-03,20,5825.28,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-09-06,49,16475.74,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-10-20,177,59788.93,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-11-20,154,53197.81,Autopeças Industriais,328,46
AUT-0196,Correia Dentada Linha Leve Chevrolet Código 101,2024-12-06,124,42458.59,Autopeças Industriais,328,46
AUT-0197,Rolamento Original Chevrolet Código 411,2024-01-12,17,10061.31,Autopeças Industriais,276,18
AUT-0197,Rolamento Original Chevrolet Código 411,2024-02-10,90,57305.81,Autopeças Industriais,276,18
